Idade;Faixa;Genero;Etnia;PCD;Estado;UF
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
34;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC
;55+;Masculino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Feminino;Parda;Não;Bahia (BA);BA
26;25-29;Masculino;Parda;Não;Pernambuco (PE);PE
25;25-29;Masculino;Outra;Não;;
39;35-39;Feminino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Prefiro não informar;São Paulo (SP);SP
47;45-49;Feminino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Feminino;Parda;Não;Bahia (BA);BA
40;40-44;Feminino;Parda;Não;Bahia (BA);BA
22;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
34;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Parda;Não;Goiás (GO);GO
31;30-34;Masculino;Preta;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Paraná (PR);PR
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;Minas Gerais (MG);MG
;55+;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
41;40-44;Feminino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Parda;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Amazonas (AM);AM
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Masculino;Prefiro não informar;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
41;40-44;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Parda;Sim;Espírito Santo (ES);ES
45;45-49;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Parda;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
34;30-34;Feminino;Branca;Não;Bahia (BA);BA
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
45;45-49;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
23;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Prefiro não informar;Não;Minas Gerais (MG);MG
29;25-29;Feminino;Parda;Não;Bahia (BA);BA
33;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Feminino;Parda;Não;Bahia (BA);BA
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Parda;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
19;17-21;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
37;35-39;Masculino;Branca;Não;Pernambuco (PE);PE
23;22-24;Masculino;Branca;Não;Sergipe (SE);SE
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Masculino;Parda;Não;Piauí (PI);PI
43;40-44;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
24;22-24;Masculino;Parda;Não;Pará (PA);PA
49;45-49;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Feminino;Parda;Não;Bahia (BA);BA
26;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Feminino;Branca;Não;Mato Grosso do Sul (MS);MS
41;40-44;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Paraíba (PB);PB
43;40-44;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
22;22-24;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
20;17-21;Prefiro não informar;Prefiro não informar;Não;Distrito Federal (DF);DF
50;50-54;Masculino;Branca;Prefiro não informar;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Paraná (PR);PR
42;40-44;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
47;45-49;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Masculino;Parda;Não;Bahia (BA);BA
23;22-24;Feminino;Branca;Não;Rio Grande do Norte (RN);RN
46;45-49;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Parda;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
33;30-34;Masculino;Preta;Não;Bahia (BA);BA
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;;Branca;Não;São Paulo (SP);SP
47;45-49;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Preta;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Paraná (PR);PR
31;30-34;Masculino;Parda;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Parda;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
21;17-21;Masculino;Preta;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
40;40-44;Masculino;Branca;Não;;
28;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
30;30-34;Feminino;Preta;Não;Distrito Federal (DF);DF
31;30-34;Masculino;Preta;Não;Paraná (PR);PR
29;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;Goiás (GO);GO
21;17-21;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
46;45-49;Masculino;Parda;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;Paraná (PR);PR
50;50-54;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Preta;Não;São Paulo (SP);SP
31;30-34;Masculino;Parda;Não;Mato Grosso (MT);MT
33;30-34;Feminino;Parda;Não;Sergipe (SE);SE
47;45-49;Feminino;Outra;Não;Bahia (BA);BA
31;30-34;Masculino;Parda;Não;Pará (PA);PA
34;30-34;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
24;22-24;Masculino;Parda;Não;Bahia (BA);BA
30;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
46;45-49;Masculino;Preta;Não;Sergipe (SE);SE
30;30-34;Feminino;Parda;Não;Espírito Santo (ES);ES
38;35-39;Masculino;Branca;Não;;
19;17-21;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;;
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
48;45-49;Masculino;Amarela;Não;São Paulo (SP);SP
26;25-29;Feminino;Preta;Não;São Paulo (SP);SP
19;17-21;Feminino;Branca;Não;Minas Gerais (MG);MG
41;40-44;Feminino;Branca;Não;Distrito Federal (DF);DF
23;22-24;Masculino;Parda;Não;Rio Grande do Norte (RN);RN
40;40-44;Masculino;Parda;Não;Santa Catarina (SC);SC
30;30-34;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Parda;Não;Paraíba (PB);PB
26;25-29;Feminino;Branca;Não;São Paulo (SP);SP
44;40-44;Masculino;Branca;Não;Minas Gerais (MG);MG
38;35-39;Masculino;Preta;Não;São Paulo (SP);SP
41;40-44;Feminino;Branca;Não;Santa Catarina (SC);SC
30;30-34;Masculino;Parda;Não;Paraná (PR);PR
33;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
32;30-34;Feminino;Branca;Não;Pernambuco (PE);PE
25;25-29;Masculino;Parda;Não;Ceará (CE);CE
37;35-39;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;Distrito Federal (DF);DF
25;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
36;35-39;Masculino;Parda;Não;Distrito Federal (DF);DF
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
40;40-44;Masculino;Parda;Não;Pernambuco (PE);PE
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Parda;Sim;Rio de Janeiro (RJ);RJ
40;40-44;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
40;40-44;Feminino;Branca;Não;São Paulo (SP);SP
42;40-44;Feminino;Parda;Não;Paraná (PR);PR
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
23;22-24;Masculino;Branca;Não;Paraná (PR);PR
25;25-29;Masculino;Preta;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Preta;Não;Bahia (BA);BA
29;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
33;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Preta;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Branca;Sim;São Paulo (SP);SP
37;35-39;Feminino;Parda;Não;Espírito Santo (ES);ES
29;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
18;17-21;Masculino;Parda;Não;Espírito Santo (ES);ES
43;40-44;Masculino;Amarela;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Santa Catarina (SC);SC
42;40-44;Feminino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
28;25-29;Feminino;Preta;Não;Rio Grande do Norte (RN);RN
27;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
24;22-24;Masculino;Branca;Não;Paraná (PR);PR
42;40-44;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;Bahia (BA);BA
45;45-49;Feminino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Ceará (CE);CE
46;45-49;Feminino;Parda;Não;Bahia (BA);BA
37;35-39;Feminino;Branca;Não;Santa Catarina (SC);SC
32;30-34;Masculino;Parda;Não;Paraná (PR);PR
39;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Parda;Não;Pará (PA);PA
30;30-34;Masculino;Prefiro não informar;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Parda;Não;Espírito Santo (ES);ES
30;30-34;Masculino;Parda;Não;Paraná (PR);PR
32;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Branca;Não;Paraná (PR);PR
22;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Parda;Não;Goiás (GO);GO
27;25-29;Feminino;Preta;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Bahia (BA);BA
24;22-24;Feminino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Preta;Não;Pernambuco (PE);PE
24;22-24;Masculino;Branca;Não;Goiás (GO);GO
28;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Feminino;Branca;Não;Santa Catarina (SC);SC
18;17-21;Feminino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
22;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
41;40-44;Feminino;Amarela;Não;Distrito Federal (DF);DF
53;50-54;Masculino;Branca;Não;Pará (PA);PA
36;35-39;Masculino;Amarela;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Parda;Não;Paraná (PR);PR
22;22-24;Feminino;Preta;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Preta;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
39;35-39;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
33;30-34;Feminino;Parda;Sim;Santa Catarina (SC);SC
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ
32;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
26;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
42;40-44;Feminino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
53;50-54;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
36;35-39;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Branca;Não;Ceará (CE);CE
24;22-24;Masculino;Branca;Não;Ceará (CE);CE
32;30-34;Feminino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
44;40-44;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Feminino;Branca;Não;Paraná (PR);PR
;55+;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Mato Grosso (MT);MT
40;40-44;Masculino;Preta;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Paraná (PR);PR
32;30-34;Masculino;Preta;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Sim;Santa Catarina (SC);SC
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Feminino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Parda;Não;Alagoas (AL);AL
25;25-29;Masculino;Branca;Não;Paraná (PR);PR
24;22-24;Feminino;Amarela;Não;Paraná (PR);PR
30;30-34;Masculino;Parda;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
50;50-54;Masculino;Parda;Não;Paraná (PR);PR
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP
36;35-39;Feminino;Preta;Não;São Paulo (SP);SP
22;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Outra;Não;Santa Catarina (SC);SC
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Masculino;Parda;Não;São Paulo (SP);SP
40;40-44;Masculino;Parda;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
51;50-54;Masculino;Parda;Não;Bahia (BA);BA
37;35-39;Masculino;Parda;Não;São Paulo (SP);SP
44;40-44;Masculino;Amarela;Não;São Paulo (SP);SP
42;40-44;Feminino;Branca;Não;Paraná (PR);PR
26;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
51;50-54;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
39;35-39;Masculino;Parda;Não;Ceará (CE);CE
35;35-39;Masculino;Branca;Não;Paraíba (PB);PB
23;22-24;Feminino;Branca;Não;São Paulo (SP);SP
20;17-21;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Indígena;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
18;17-21;Masculino;Parda;Não;São Paulo (SP);SP
28;25-29;Feminino;Parda;Não;Paraná (PR);PR
39;35-39;Masculino;Branca;Não;Bahia (BA);BA
26;25-29;Feminino;Branca;Não;São Paulo (SP);SP
;55+;Masculino;Parda;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Paraná (PR);PR
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Parda;Não;Piauí (PI);PI
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
42;40-44;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
23;22-24;Feminino;Amarela;Não;Paraná (PR);PR
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
52;50-54;Masculino;Branca;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
39;35-39;Feminino;Branca;Não;Distrito Federal (DF);DF
25;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
32;30-34;Feminino;Parda;Não;Pernambuco (PE);PE
23;22-24;Masculino;Parda;Não;São Paulo (SP);SP
26;25-29;Feminino;Branca;Não;Paraná (PR);PR
39;35-39;Masculino;Preta;Não;Ceará (CE);CE
27;25-29;Masculino;Parda;Não;Amazonas (AM);AM
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Parda;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
33;30-34;Masculino;Preta;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
40;40-44;Masculino;Parda;Não;Minas Gerais (MG);MG
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
44;40-44;Masculino;Prefiro não informar;Não;Distrito Federal (DF);DF
45;45-49;Masculino;Parda;Não;Santa Catarina (SC);SC
34;30-34;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Branca;Não;Paraná (PR);PR
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Sim;Alagoas (AL);AL
29;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Preta;Não;Minas Gerais (MG);MG
24;22-24;Masculino;Branca;Não;Santa Catarina (SC);SC
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Feminino;Branca;Não;Minas Gerais (MG);MG
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
52;50-54;Masculino;Parda;Não;Bahia (BA);BA
28;25-29;Masculino;Branca;Não;Mato Grosso (MT);MT
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Paraná (PR);PR
34;30-34;Feminino;Preta;Não;Minas Gerais (MG);MG
;55+;Masculino;Amarela;Prefiro não informar;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Feminino;Parda;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;Pernambuco (PE);PE
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;Santa Catarina (SC);SC
24;22-24;Masculino;Preta;Não;Minas Gerais (MG);MG
45;45-49;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
38;35-39;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;;
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Preta;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Feminino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Paraíba (PB);PB
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
25;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Sim;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
19;17-21;Feminino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Preta;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
21;17-21;Feminino;Amarela;Não;São Paulo (SP);SP
34;30-34;Masculino;Preta;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Parda;Não;Distrito Federal (DF);DF
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
39;35-39;Masculino;Branca;Não;;
33;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
52;50-54;Masculino;Branca;Não;Espírito Santo (ES);ES
33;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Feminino;Branca;Não;Espírito Santo (ES);ES
34;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;Alagoas (AL);AL
27;25-29;Masculino;Branca;Não;;
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
20;17-21;Feminino;Parda;Não;Pernambuco (PE);PE
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Preta;Não;São Paulo (SP);SP
54;50-54;Feminino;Branca;Não;Piauí (PI);PI
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Parda;Não;Bahia (BA);BA
27;25-29;Feminino;Branca;Não;São Paulo (SP);SP
47;45-49;Masculino;Parda;Não;São Paulo (SP);SP
23;22-24;Feminino;Branca;Não;Bahia (BA);BA
24;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
19;17-21;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
47;45-49;Masculino;Branca;Não;Bahia (BA);BA
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;Paraná (PR);PR
40;40-44;Feminino;Branca;Não;Pernambuco (PE);PE
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
50;50-54;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
27;25-29;Feminino;Parda;Não;São Paulo (SP);SP
35;35-39;Feminino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
24;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
36;35-39;Feminino;Branca;Não;Bahia (BA);BA
